company_name,ceo_name,phone,website,corporate_number,status,research_notes
(株) 琉信ハウジング,金城仁,098-868-1000,https://ryuhau.co.jp/,6360001002227,✅確認済,出典: https://www.okinawatimes.co.jp/articles/-/1792934 (沖縄タイムス「琉信ハウジング 新社長に金城氏」)
（株）Ｗ．Ｓ．Ｃ,平良 仁志,098-988-8581,http://www.w-s-c-okinawa.com/sp/,,✅確認済,出典: https://www.w-s-c-okinawa.com/info/
（株）オクト管理,渡久地 政彦,098-868-0910,http://www.oct8.jp/,1360001014268,✅確認済,"出典: https://goohome.jp/fudousan/interview/oct/ (代表者インタビュー記事), https://www.oct8.jp/campany.php"
（株）ジャストリフォーム,中村 憲,098-989-7611,http://justreform.main.jp/,5360001016525,✅確認済,出典: https://www.biz.ne.jp/corporation/29961/ (比較ビズ会社概要・法人番号5360001016525)
（株）トータルハウスプランニング,大城武史,098-894-3004,https://www.totalhouseplanning.co.jp/,1360001017725,✅確認済,出典: https://salesnow.jp/db/companies/jcb8s9r3fahvwa9e / https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001017725 (SalesNow DB・gBizINFO で代表取締役：大城武史 確認)
（株）はなまるコーポレーション,伊敷 賢,098-994-7775,http://www.hanamarucorporation.co.jp/,1360001015332,✅確認済,出典: https://www.jobantenna.jp/at/12960/ (ジョブアンテナ沖縄 株式会社はなまるコーポレーション)
㈱三二六工務店,宮城充,098-840-4569,https://www.326koumuten.com/,2360001026816,✅確認済,出典: https://www.326koumuten.com/about-us/ (会社案内ページで代表取締役：宮城充 確認)
（株）不動企画,照喜名公枝,098-836-2292,https://www.fudoukikaku.com/,6360002003769,✅確認済,出典: https://salesnow.jp/db/companies/jcbukdrnbdh44bdh2 および https://goohome.jp/fudousan/realtor/5478/ (WebSearch結果から確認)
㈱不動産ステーション沖縄,金城常義,098-988-1180,https://www.fs-okinawa.com/,3360001010967,✅確認済,出典: https://www.hatomarksite.com/search/zentaku/agent/00074701618 (ハトマークサイト 全国宅地建物取引業協会) および https://www.fs-okinawa.com/company/ (公式サイト会社概要)
（株）住太郎ホーム,高宮城 啓之,098-943-5077,https://www.jyutaro.co.jp/,2360001014259,✅確認済,出典: https://www.jyutaro.co.jp/company/message/ および各種不動産業者データベース
（株）佐平建設,佐平 龍太,098-851-8352,https://www.sahira.jp/,1360001001027,✅確認済,出典: https://www.sahira.jp/about.php
（株）協亜建設,玉城勝二,098-992-2079,https://www.kyo-a.com/,5360001005313,✅確認済,"出典: https://www.kyo-a.com/company.php (公式サイト会社概要), 沖縄県建設業入札参加資格名簿"
(株)呉屋組,呉屋明,098-992-2722,http://goyagumi.com/,8360001005319,✅確認済,出典: https://web.suke-dachi.jp/cl/okinawa-001009 (助太刀 企業プロフィール)
(株)喜神サービス 宜野湾店,川満秀吉,098-897-8733,https://ginowansite.wixsite.com/kishinservice,6360001007531,✅確認済,出典: https://alarmbox.jp/companyinfo/entities/6360001007531 (アラームボックス) / https://baseconnect.in/companies/4c7df3e7-aefb-4fd1-9bb8-92a167e1139d (Baseconnect)
（株）喜神サービス 本社,川満秀吉,0120-465-840,https://www.kishinservice.co.jp/,6360001007531,✅確認済,"出典: https://www.kishinservice.co.jp/recruit/interview/interview_president/ (代表インタビューページ), https://goohome.jp/fudousan/realtor/5709/"
（株）四季彩建物 小禄本店,島袋篤,098-840-1749,http://www.shikisai-okinawa.com/,2360002002097,✅確認済,"出典: https://www.shikisai-okinawa.com/company/ (会社案内), https://goohome.jp/fudousan/realtor/2332/, https://www.athome.co.jp/ahks/shikisai.html - 複数不動産データベースにて島袋篤と確認"
（株）大信開発,岸本 功,098-866-1234,http://www.daishin-kaihatu.co.jp/,2360001001273,✅確認済,出典: https://compalyze.co.jp/company/2360001001273 および https://www.daishin-kaihatu.co.jp/pages/30/
（株）嶺建材,長嶺 単,098-851-9995,http://www.minekenzai.co.jp/company/,2360001006495,✅確認済,出典: https://tsukulink.net/okinawa/city_472107/631639 (ツクリンク 株式会社嶺建材 会社概要)
(株)新洋,新垣守泰,098-878-9442,http://shinyo-housing.okinawa/,1360001008856,✅確認済,出典: https://ryukyushimpo.jp/news/entry-1401698.html (琉球新報記事タイトル「新洋社長に新垣氏が昇任 建築業、来年創立70年」)
（株）東洋商会,能勢 平一郎,098-861-1040,http://toyosok.com/about.php,1360002003022,✅確認済,出典: https://www.toyosok.com/about.php および https://salesnow.jp/db/companies/jcbk2ync74w9bwm1
(株)沖創建設,西平 典明,098-866-1007,https://www.okiso.co.jp/,1360001011050,✅確認済,出典: https://www.okiso.co.jp/company/ および https://www.revic.co.jp/business/regen/Okiso.html
(株)照屋土建,照屋正人,098-992-5644,http://www.teruya-doken.com/,5360001005338,✅確認済,"出典: https://www.teruya-doken.com/about.php (公式サイト会社概要), https://platform.okinawa-sdgs.jp/certified_members/view/252"
（株）西崎興業,金城和良,0120-046-313,http://www.nishizaki-k.co.jp/,3360001005348,✅確認済,出典: https://nishizaki-k.co.jp/company/ (公式サイト会社案内) - 代表取締役社長として確認
（株）金城キク建設,請舛充則,098-863-6930,https://www.kikukensetu.jp/,3360001004779,✅確認済,"出典: https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001004779 (gBizINFO), https://baseconnect.in/companies/1bce0c14-c0b3-438f-8a70-b393a7c231b7 (Baseconnect) - 法人番号3360001004779にて確認"
（株）長谷工コミュニティ沖縄,唐真 武史,0120-009-226,https://www.haseko.co.jp/cmo/,8010401149700,✅確認済,出典: https://www.haseko.co.jp/cmo/company/ (research_sourcesより confirmed)
（資）ブラザー住設,狩俣茂則,098-877-0185,https://goohome.jp/fudousan/realtor/2318/,9360003004160,✅確認済,"出典: https://tsukulink.net/okinawa/city_472085/75816 (ツクリンク 合資会社ブラザー住設 会社概要), https://salesnow.jp/db/companies/jcbhm9pj9n6rsb2xf"
AHC株式会社,國仲秀喜,098-992-5522,https://www.ahc-map.jp/value/,3360001020173,✅確認済,出典: https://www.ahc-map.jp/topics/post1 (役員就任のご報告 - 令和元年10月29日付け代表取締役就任)
Panasonic shopトレンドとなみ首里店,西平明,098-886-8676,https://sites.google.com/trend-tonami.com/panasonic,,✅確認済,出典: https://dempa-digital.com/article/42219 (電波新聞デジタル「トレンドとなみ首里店（那覇市）西平明社長」)
STAY沖縄株式会社,江 信華,090-6700-6145,https://www.stayokinawa.co.jp/,2360001023061,✅確認済,出典: https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001023061 (Gビズインフォ 法人番号: 2360001023061)
ＵＲ･コーポレーション株式会社,浦﨑太,098-943-1221,https://www.hatomarksite.com/search/zentaku/agent/00074702648,4360001029098,✅確認済,"出典: https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4360001029098 (Gビズインフォ), https://www.hatomarksite.com/search/zentaku/agent/00074702648 (ハトマークサイト)"
アイル リノベーションショールーム By キャリアエステート,中本貴士,098-917-5252,https://okinawa-renove.jp/,,✅確認済,"出典: https://www.okinawa-renove.jp/company.php (会社概要), https://sumai.okinawatimes.co.jp/commons/building/detail/21753 (沖縄タイムス人物紹介)"
ガイソー沖縄中央店,神山寛之,0120-889-103,http://www.gaiso-okinawachuo.co/?utm_source=google&utm_medium=maps,,✅確認済,出典: https://sumai.okinawatimes.co.jp/commons/building/detail/11171 (沖縄タイムス「ガイソー沖縄中央店代表、サポートホーム代表 神山寛之さん」)
キッチンリフォーム専門店 クックホーム（泡瀬店）,田場大介,098-989-6217,https://kitchen.okinawa/,,✅確認済,"出典: https://kitchenreformokinawa.com/company/ (会社案内), caremodel.ti-da.net (代表紹介記事)"
シティホテルズ＆リゾーツ (株式会社シティホテルズ＆リゾーツ),須田俊之,098-868-1122,https://city-homes-okinawa.jp/,2360001033119,✅確認済,出典: https://city-hotels-resorts.jp/company/ (株式会社シティホテルズ＆リゾーツ 公式サイト 会社概要ページ)
センチュリー 21 南風 ／株式会社 南風,長山宏,098-854-6006,https://www.e-nanpu.com/,,✅確認済,"出典: https://www.e-nanpu.com/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81 (公式サイト会社概要), https://www.century21.jp/store/detail/108701- (センチュリー21公式店舗情報)"
タカラハウス,高良みどり,098-834-7300,https://www.takarahouse4718.jp/,1360001021561,✅確認済,出典: https://www.takarahouse4718.jp/company/ (会社概要ページで代表取締役：高良みどり 確認)
タマキハウジング株式会社,玉城英之,098-831-9296,https://tamaki-housing.co.jp/,3360001008301,✅確認済,"出典: https://www.tamakihousing-recruit.com/interview01 (採用サイト代表インタビュー), https://tamaki-housing.co.jp/company/ (公式サイト会社概要) - 代表取締役として確認"
タマキホーム株式会社,玉城 公之,098-831-9285,http://tamaki-home.co.jp/,5360001001386,✅確認済,出典: https://www.tamaki-home.co.jp/company/about/
ディ･スペック (株),古謝淳也,050-5434-2733,https://www.dspec.jp/,1360001010168,✅確認済,出典: https://www.dspec.jp/about (公式サイト ABOUT US) 複数メディア記事にて確認 (calend-okinawa.com等)
ティ・マックス不動産,砂川 智哉,098-860-4340,http://www.tmax-okinawa.com/,,✅確認済,出典: https://www.e-uchina.net/fudosan_kaisha/5588 (うちなーらいふ不動産会社情報)
トリアエズ株式会社,嘉手川秀徳,0120-984-271,https://toriaezu.co.jp/,3360001030222,✅確認済,出典: https://toriaezu.co.jp/company (公式サイト会社概要) ウェブ検索複数結果にて確認
ハウズイング合人社沖縄（株）,小出哲平,098-860-8590,https://www.gojin.co.jp/group/housing/,4360001017144,✅確認済,出典: https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4360001017144 (Gビズインフォ)、代表取締役社長
ハウスドゥ 家・不動産買取専門店 糸満,市田真也,0120-168-063,https://itoman-housedo.com/,,✅確認済,"出典: https://prtimes.jp/main/html/rd/p/000000189.000059395.html (And Doホールディングス直営店出店プレスリリース), 運営: 株式会社ハウスドゥ・ジャパン 代表取締役"
ハウスドゥ 沖縄上地,照屋健斗,098-932-8088,https://okinawauechi-housedo.com/sp/,,✅確認済,出典: https://www.housedo.com/tenpo/shop.php?fcshopId=1571 (ハウスドゥ公式フランチャイズ店舗ページ、運営会社: 株式会社ENISHI)
ハウスマッチングOKINAWA 株式会社アールジェイエステート,大宜見肇,0120-531-212,https://www.housematching-okinawa.com/,1360001011422,✅確認済,"出典: https://baseconnect.in/companies/f20b4780-3093-4022-a39d-b89fed8ed946 (Baseconnect), https://www.housematching-okinawa.com/company/ (公式サイト会社概要), https://goohome.jp/fudousan/realtor/687/ (グーホーム)"
ビー・ゼイ工事（株）,佐久本 嘉光,098-863-2164,https://bj-kouzi.com/,3360001001801,✅確認済,出典: https://baseconnect.in/companies/4999df1d-d63d-4d42-953b-32e2a1805d09 (Baseconnect 会社概要)
プラスOne,桃原 聖二,098-989-3274,https://www.plusone-renovation.com/company,9360001020523,✅確認済,出典: https://goohome.jp/fudousan/realtor/2314/ (リノベ不動産 プラスone 会社概要)
ホカマホーム ショールーム北谷店,外間 慎也,0120-947-629,http://www.hokama-reform.com/,,✅確認済,出典: https://www.hokama-reform.com/company/ (スタッフページURL: https://www.hokama-reform.com/staff/%E5%A4%96%E9%96%93-%E6%85%8E%E4%B9%9F/ およびハトマークサイト)
ミズト建設（株）,與那嶺利奈,098-932-9524,https://okikankyo.or.jp/,6360001008125,✅確認済,出典: https://houjin.jp/c/6360001008125 (全国法人リスト)
リスト サザビーズ インターナショナル リアルティ 沖縄支店,北見尚之,0120-030-588,https://list-sir.jp/branch/okinawa/,,✅確認済,"出典: https://prtimes.jp/main/html/rd/p/000000165.000011000.html (リスト株式会社 沖縄オフィス開設プレスリリース), https://list.co.jp/company/outline"
リフォームサイエンス（株）,知花 順子,098-899-2222,http://www.rs-reform.co.jp/,5360001009264,✅確認済,出典: https://www.rs-reform.co.jp/company
リフォームドクター（teamブルーオーシャンズ株式会社）,恩納 基,098-989-8277,https://teamblueoceans.com/,1360001026494,✅確認済,出典: https://baseconnect.in/companies/245c68bd-d78a-4478-bb68-c40ff44cfaa2 / https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001026494
リフォーム専門 タイホウ建設,嘉手苅 豊,080-6441-8754,https://taihou55.com/,,✅確認済,出典: https://hapisumu.jp/company/229881/ (代表インタビュー記事: https://taihou55.com/information/media250806/)
リンクスリフォーム,佐渡山 貴大,098-988-0940,https://links-reform.com/,,✅確認済,出典: https://industlink.jp/company/1620263136/ (沖縄イノベーションマッチングサイト インダストリンク)
ワールド産業（株）,砂川英昭,098-868-7566,http://g-world.co.jp/,8360001002316,✅確認済,出典: https://salesnow.jp/db/companies/jcbr0wy2632addt5c (SalesNow DB) / http://g-world.co.jp/company/
介護リフォームｍａｐ,比嘉直臣,090-1942-4238,https://kaigoreform-map.jimdosite.com/,,✅確認済,出典: https://fun.okinawatimes.co.jp/columns/life/detail/13298 (沖縄タイムス)
先嶋建設株式会社,黒島 一洋,098-868-1079,https://sakishimakensetsu.jp/,6360001001030,✅確認済,出典: https://alarmbox.jp/companyinfo/entities/6360001001030 (アラームボックス企業情報・法人番号6360001001030)
光建設株式会社,徳元 猛,098-994-5635,http://www.hikarikensetu.okinawa/,2360001005241,✅確認済,出典: https://fun.okinawatimes.co.jp/columns/life/detail/10323 (沖縄タイムス記事「光建設（株） 代表取締役の徳元猛さん」)
協心リノベーション,惣慶 翼,098-988-7587,https://www.kyoshinrenovation.com/,5360001036564,✅確認済,出典: https://www.zehitomo.com/profile/%E6%83%A3%E6%85%B6-%E7%BF%BC-drCK70C2R/pro (ゼヒトモ プロフィール)
合資会社沖縄実業 本社,宮里 幸雄,098-867-0145,https://okijitsu.co.jp/,5360003000188,✅確認済,出典: https://okijitsu.co.jp/company/
國幸興發株式会社,國場 幸博,098-861-3777,http://kunisachi.jp/,9360001000830,✅確認済,出典: https://www.kenkocho.co.jp/asp/data/kd_cotoda/521448 (建工調企業データ)
大和ハウス工業(株) 沖縄支店,石田誠,098-941-7117,https://navioki.com/,,✅確認済,出典: https://www.okinawatimes.co.jp/articles/-/1857419 (沖縄タイムス「石田支店長就任」) / https://ryukyushimpo.jp/economics/entry-5292553.html (琉球新報)。2026年6月1日就任、前任は岡林弘治。
守礼エンジニアサービス株式会社,保良可菜子,080-6497-5737,https://sp8770holumon.wixsite.com/shurei,7360001036439,✅確認済,"出典: https://salesnow.jp/db/companies/jcbcxt8kvt7g137vb, https://companyinformation.jp/corp/7360001036439/"
恒和ペイント株式会社,大見謝 恒裕,098-941-1430,http://www.kowapaint.com/,6360001000949,✅確認済,出典: https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6360001000949 (gBizINFO 恒和ペイント株式会社)
愛ランドホーム株式会社,上地那智子,098-894-4944,http://ailandhome.jp/,8360001035679,✅確認済,出典: https://companyinformation.jp/corp/8360001035679/ / https://ailandhome.jp/company-information/
日本ジタン (株) 沖縄営業所,日野祐一郎,098-831-5612,http://www.zitan.co.jp/,,✅確認済,"出典: https://www.zitan.co.jp/company (公式サイト会社概要), https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5290801002921 (Gビズインフォ) ※沖縄営業所は支店のため本社代表取締役社長を記録"
旭橋都市再開発株式会社,大城博,098-834-9050,https://www.kafuna.jp/,3360001004853,✅確認済,出典: https://compalyze.co.jp/company/3360001004853 (Compalyze - 2026年6月17日時点) - 法人番号3360001004853にて確認。前代表は下地明和（2018年就任）
昭和ドア（有）,上原勇,098-857-2609,https://showa-dr.com/,3360002002195,✅確認済,出典: https://www.lvnmatch.com/shop/detail/014700668100/ (全国不動産会社データベース) - 代表者：上原勇、資本金500万円、建設業沖縄県知事免許第6681号
有限会社 アシステート,金城 厚,098-864-1219,http://www.assistate.jp/,9360002000177,✅確認済,出典: https://www.ielove.co.jp/company/co-m126246/ (いえらぶ 有限会社アシステート 会社情報)
有限会社 かりー沖縄,藤江由記夫,090-4980-8834,https://kari-okinawa.net/,8360002008790,✅確認済,出典: https://kari-okinawa.net/company/ (会社概要ページ)
有限会社 デュース,仲村 喜秋,098-951-0661,http://www.duce.co.jp/,5360002005766,✅確認済,出典: https://maisuma.jp/estate/49603/company および各種不動産業者データベース
有限会社 室内装飾みやぎ,宮城加代子,098-879-4506,https://ssm-okinawa.jp/,4360002015964,✅確認済,"出典: https://ssm-okinawa.jp/info (公式サイト会社概要), https://www.shigotoarimasu.com/company/16713"
有限会社アイ・ホーム,喜納 弘治,098-994-5988,https://www.aihome-net.co.jp/,2360002009968,✅確認済,出典: https://goohome.jp/fudousan/interview/aihome/ / https://www.aihome-net.co.jp/company/
有限会社ウイテック,玉城道矢,098-988-0497,https://www.wetech.co.jp/,7360002017909,✅確認済,出典: https://www.wetech.co.jp/about/profile (会社概要ページ。1971年宜野湾市生まれ、2016年ウイテック代表就任)
未来開発,金城祥純,098-887-6669,https://www.miraikaihatsu.co.jp/,2360001018929,✅確認済,出典: https://www.e-uchina.net/fudosan_kaisha/5098 / https://www.hatomarksite.com/search/zentaku/agent/00074701019 (うちなーらいふ・ハトマークサイトで代表者：金城祥純 確認)
松尾不動産,宮國桂光,098-943-4480,https://matsuo-real-estate.com/,9360001024697,✅確認済,"出典: https://matsuo-real-estate.com/about/ (公式サイト会社概要), https://www.e-uchina.net/fudosan_kaisha/7434 (うちなーらいふ), https://www.hatomarksite.com/search/zentaku/agent/00074702366 (ハトマークサイト)"
"株式会社 Re,メイク",比嘉寛太,090-1179-7750,https://re-make.okinawa/,7360001034475,✅確認済,出典: https://re-make.okinawa/about_us/ (公式サイト会社概要) ウェブ検索複数結果にて確認
株式会社 オリジン建設,長山宏,098-854-6001,https://www.origin-okinawa.co.jp/,5360001016599,✅確認済,"出典: https://alarmbox.jp/companyinfo/entities/5360001016599, https://www.kensetumap.com/company/505897/profile.php"
株式会社 きくはら工務店,原田 菊典,098-965-6515,https://kikuhara-koumuten.com/,4360003006104,✅確認済,出典: https://mbp-japan.com/okinawa/kikuhara-koumuten/ (マイベストプロ沖縄 公式プロフィール)
株式会社 タイムス住宅新聞社,石川達也,098-862-1155,https://jpress.okinawatimes.co.jp/,6360001007655,✅確認済,出典: https://jpress.okinawatimes.co.jp/company/ (公式サイト) / https://company-list.jp/company/6360001007655
株式会社 ファンスタイル,自見信也,098-941-3718,https://www.fanstyle.co.jp/,6360001004719,✅確認済,"出典: https://compalyze.co.jp/company/6360001004719, https://job.mynavi.jp/26/pc/search/corp255684/outline.html"
株式会社 大成ホーム,喜名景秀,098-877-7756,https://www.taiseihome.jp/corp/,1360001008922,✅確認済,"出典: https://www.okinawatimes.co.jp/articles/-/730259 (沖縄タイムス「大成ホームの新社長に喜名景秀氏」), https://www.okinawatimes.co.jp/articles/-/1499700 (沖縄タイムス社長インタビュー記事)"
株式会社 建全,伊良部 正,098-988-9012,https://ken-zen.com/,2360001014234,✅確認済,出典: https://okinawamirai.com/interview-with-the-president/kenzen/ (株式会社建全 伊良部正社長インタビュー)
株式会社 松山産業,伊差川 武,098-868-1875,https://www.matsuyamasangyo.com/,7360001004684,✅確認済,出典: https://compalyze.co.jp/company/7360001004684 (法人番号: 7360001004684)
株式会社 沖縄不動産販売,米須 博光,098-894-3206,https://www.okinawa-realestate.com/,9360001021835,✅確認済,出典: https://alarmbox.jp/companyinfo/entities/9360001021835 (アラームボックス企業情報・法人番号9360001021835)
株式会社 選家,福本隼人,098-996-4430,https://www.senka-okinawa.com/,3360001029974,✅確認済,出典: https://www.senka-okinawa.com/about.php (公式サイト会社情報) および https://companydata.tsujigawa.com/company2/3360001029974/
株式会社０２１不動産（ゼロツーワン）,比嘉規勝,098-943-4772,https://021fudosan.com/?utm_source=%E3%82%B0%E3%83%BC%E3%82%B0%E3%83%AB%E3%83%9E%E3%83%83%E3%83%97&utm_medium=map&utm_id=google,8360001034284,✅確認済,"出典: https://uruzun.jp/2524/ (URUZUN 新規加盟店情報「比嘉規勝 代表取締役」明記), https://iqrafudosan.com/companies/6065 (イクラ不動産)"
株式会社CLAX 那覇オフィス,稲川いずみ,098-963-6240,https://okinawa.clax.co.jp/,,✅確認済,"出典: https://compalyze.co.jp/company/1050001049972 (株式会社CLAX 企業情報), 本社: 茨城県つくば市"
株式会社ＮＥＸＴ,上間守,098-911-1362,https://www.okinawa-next.com/,9360001028343,✅確認済,出典: https://info.gbiz.go.jp/hojin/ichiran?hojinBango=9360001028343 / https://houjin.jp/c/9360001028343 (WebSearch結果でgBizINFO・houjin.jp参照、代表取締役として確認)
株式会社OKISHIN,小橋川翼,098-917-0252,http://renovation-okishin.com/,,✅確認済,"出典: https://renovation-okishin.com/company/ (会社概要), https://www.kensetumap.com/company/768760/profile.php"
株式会社エン・エンタープライズ,山城純次,098-988-8880,https://www.yenn.jp/,1360001010606,✅確認済,"出典: https://www.yenn.jp/about/ (会社概要ページ), https://baseconnect.in/companies/a0bbd1f6-47c1-41a9-be0f-723ba7ba426d"
株式会社おもろハウジング,天久学,098-869-2208,http://www.omorohousing.co.jp/,2360002005744,✅確認済,"出典: https://kaisharesearch.com/company/detail/2360002005744/ および複数の不動産・企業情報DBで代表取締役として確認 (goohome.jp, omorohousing.co.jp/company.php)"
株式会社キャリアエステート,中本貴士,098-863-2231,https://careerestate.jp/,7360001005567,✅確認済,出典: https://careerestate.jp/architecture/company (WebSearch結果から確認。代表取締役、元デザイナー出身)
株式会社きよしン家不動産,新垣 清,090-1346-4770,https://kiyoshinchi.okinawa/,8360001030093,✅確認済,出典: https://kiyoshinchi.okinawa/help/tradelaw (公式サイト・特定商取引法に基づく表記)
株式会社クリーンワークスカンパニー,新垣雄太,080-6491-9965,https://cleanworks.okinawa/,7360001024476,✅確認済,出典: https://cleanworks.okinawa/company/ (WebSearch結果から確認)
株式会社しき 《沖縄営業所》,道又雄司,0120-951-800,http://www.shikitosou.com/,,✅確認済,出典: https://tsukulink.net/tokyo/city_132098/865524 (ツクリンク)
株式会社シンコウ 本店,小林真一,098-992-2555,http://shinko555.co.jp/,,✅確認済,出典: https://shinkogroup-saiyou.com/company/ (シンコウグループ採用サイト 企業情報)
株式会社ファミリアホーム,屋良亨,098-894-2208,https://www.okifami.com/,5360001023364,✅確認済,"出典: https://www.okifami.com/company (公式サイト会社案内), https://baseconnect.in/companies/d3e37acf-5555-48ea-b946-1d2c500e1569 (Baseconnect 代表取締役: 屋良亨, 取締役会長: 福里隆)"
"株式会社ファンスタイルリゾート (旧名称：株式会社ファンスタイルエスディー,星南建設株式会社)",自見信也,098-866-4100,https://www.fanstyle.co.jp/chukai,5360001002475,✅確認済,"出典: https://goohome.jp/fudousan/realtor/375/, https://www.hatomarksite.com/search/zentaku/agent/00074702226/"
株式会社ブレオ都市開発,宮平尚也,098-862-3322,https://breo-rd.co.jp/,5360001024057,✅確認済,"出典: https://breo-rd.co.jp/company/ (公式サイト会社概要), https://www.e-uchina.net/fudosan_kaisha/7589"
株式会社ベストライフ,平良 安裕,098-996-5138,http://bestlife.okinawa.jp/,2360001030529,✅確認済,出典: https://bestlife.okinawa.jp/company/ (株式会社ベストライフ 会社案内)
株式会社ミヤビホーム,大城雅史,090-1517-5187,https://www.miyabi-home.net/,9360001027329,✅確認済,出典: https://alarmbox.jp/companyinfo/entities/9360001027329 / https://www.kensetumap.com/company/768914/profile.php (WebSearch結果で代表者として複数ソースが確認)
株式会社ライフワークス,東江裕矢,098-943-2904,https://www.lw-okinawa.co.jp/,6360001020815,✅確認済,出典: https://www.lw-okinawa.co.jp/company/ (株式会社ライフワークス会社概要)
株式会社リノベース,福地一仁,098-917-4205,https://campage.jp/fukuchigumi/renove_lp,9360001029473,✅確認済,"出典: https://scdb.jp/corporations/9360001029473 (SCDB JAPAN), https://redeoki.com/r5-case05/ (リデプロ), https://kahu.jp/company-introduction/article-21978/ (かふうWeb)"
株式会社ワンクラップ,上原一志,,https://www.one-clap.jp/,1360001015877,✅確認済,出典: https://alarmbox.jp/companyinfo/entities/1360001015877 / https://rakumachi.jp/property/realtor/2PIUA5Tu4Q8= (複数ソースで代表取締役：上原一志 確認)
株式会社大内工務店,大内隆志,098-959-6545,https://oouchi-koumuten.com/,6360001031127,✅確認済,"出典: https://oouchi-koumuten.com/company/, https://www.zehitomo.com/profile/%E9%9A%86%E5%BF%97-%E5%A4%A7%E5%86%85-gMwE-aP7C/pro"
株式会社成家,林魯赫,098-860-2139,https://www.sumaino-seika.com/,,✅確認済,"出典: https://baseconnect.in/companies/a15c256e-261c-4131-ad10-c38b0cfdf3a6 (Baseconnect法人情報), 複数の検索結果で代表取締役として一致確認"
